product_id,product_name,category,supplier_id,unit_cost,current_stock,reorder_level,reorder_quantity,warehouse_location,unit_price
PROD-6153,Everbilt 3-1/2 in. x 3-1/2 in. Matte Black Door Hinge,Hardware,SUPP-11,3.51,151,54,108,So-WH2,4.48
PROD-6154,Everbilt 4 in. x 4 in. Oil-Rubbed Bronze Door Hinge,Hardware,SUPP-15,4.57,116,19,38,We-WH1,5.98
PROD-6155,Defiant Satin Nickel Keyed Entry Door Knob,Hardware,SUPP-02,11.66,108,26,52,Mi-WH2,14.98
PROD-6156,Defiant Satin Nickel Single Cylinder Deadbolt,Hardware,SUPP-06,10.82,53,28,56,No-WH1,14.98
PROD-6157,Schlage Camelot Satin Nickel Keypad Entry with Flex-Lock,Hardware,SUPP-09,95.51,152,54,108,No-WH1,129.0
PROD-6158,Schlage Plymouth Matte Black Passage Door Knob,Hardware,SUPP-11,22.11,174,43,86,Mi-WH1,29.98
PROD-6159,Kwikset Tylo Polished Brass Keyed Entry Door Knob,Hardware,SUPP-15,10.78,112,42,84,So-WH1,13.98
PROD-6160,Kwikset SmartCode 909 Satin Nickel Electronic Deadbolt,Hardware,SUPP-01,77.33,126,28,56,We-WH1,99.0
PROD-6161,Liberty 3 in. Satin Nickel Arch Cabinet Pull,Hardware,SUPP-07,2.74,80,59,118,So-WH2,3.48
PROD-6162,Liberty 1-1/4 in. Satin Nickel Round Cabinet Knob,Hardware,SUPP-08,2.31,151,35,70,So-WH2,2.98
PROD-6163,Liberty 3-3/4 in. Matte Black Bar Cabinet Pull,Hardware,SUPP-11,3.98,54,23,46,We-WH1,4.98
PROD-6164,Richelieu 1-1/8 in. Chrome Square Cabinet Knob,Hardware,SUPP-15,2.97,187,44,88,No-WH2,3.98
PROD-6165,Brainerd 3 in. Bronze Cup Cabinet Pull,Hardware,SUPP-03,3.42,187,47,94,So-WH1,4.48
PROD-6166,E.Z. Ancor Toggle Lock 100 lb. Drywall Anchors 10-Pack,Hardware,SUPP-06,4.99,117,46,92,So-WH2,6.98
PROD-6167,Toggler Snaptoggle 1/4 in. Drywall Anchor 10-Pack,Hardware,SUPP-10,8.66,104,44,88,No-WH1,11.98
PROD-6168,Tapcon 1/4 in. x 2-3/4 in. Hex-Washer-Head Concrete Anchors 75-Pack,Hardware,SUPP-11,18.24,54,31,62,Mi-WH1,24.98
PROD-6169,Tapcon 3/16 in. x 1-3/4 in. Flat-Head Concrete Anchors 75-Pack,Hardware,SUPP-15,14.45,188,46,92,Mi-WH1,19.98
PROD-6170,Master Lock No. 3 Laminated Steel Padlock,Hardware,SUPP-02,7.11,57,34,68,Mi-WH1,8.98
PROD-6171,Master Lock Set-Your-Own Combination Padlock,Hardware,SUPP-05,9.78,108,26,52,Mi-WH2,12.98
PROD-6172,Command Large White Utility Hooks 3-Pack,Hardware,SUPP-09,4.41,198,54,108,Mi-WH2,5.98
PROD-6173,Command Medium Wire Toggle Hooks 6-Pack,Hardware,SUPP-11,5.55,85,15,30,No-WH1,6.98
PROD-6174,National Hardware 4 in. Zinc-Plated Barrel Bolt,Hardware,SUPP-15,3.94,137,32,64,Mi-WH2,4.98
PROD-6175,National Hardware 6 in. Black Heavy Duty T-Hinge,Hardware,SUPP-04,6.85,151,57,114,So-WH2,8.98
PROD-6176,National Hardware 3 in. Zinc-Plated Corner Brace 4-Pack,Hardware,SUPP-06,4.6,100,60,120,So-WH2,5.98
PROD-6177,Everbilt 1/8 in. x 30 ft. Galvanized Wire Rope,Hardware,SUPP-08,7.58,32,15,30,So-WH2,9.98
PROD-6178,Everbilt 1/4 in. x 1 ft. Grade 30 Zinc Plated Chain,Hardware,SUPP-11,1.51,162,53,106,Mi-WH2,1.98
PROD-6179,Hillman 1/4 in. x 3 in. Zinc-Plated Eye Bolt,Hardware,SUPP-15,1.78,90,48,96,So-WH1,2.48
PROD-6180,2 in. x 4 in. x 8 ft. Prime Premium Kiln Dried Whitewood Stud,Lumber,SUPP-03,2.67,77,43,86,So-WH1,3.48
PROD-6181,2 in. x 4 in. x 104-5/8 in. Prime Premium Kiln Dried Whitewood Stud,Lumber,SUPP-05,3.11,117,17,34,We-WH2,3.98
PROD-6182,2 in. x 4 in. x 10 ft. Standard Kiln Dried Whitewood Lumber,Lumber,SUPP-08,3.89,87,17,34,No-WH1,4.98
PROD-6183,2 in. x 4 in. x 12 ft. Standard Kiln Dried Whitewood Lumber,Lumber,SUPP-11,4.65,66,20,40,No-WH1,6.48
PROD-6184,2 in. x 6 in. x 8 ft. #2 Prime Kiln Dried Southern Yellow Pine,Lumber,SUPP-15,4.57,93,39,78,So-WH2,5.98
PROD-6185,2 in. x 6 in. x 10 ft. #2 Prime Kiln Dried Southern Yellow Pine,Lumber,SUPP-01,5.49,39,28,56,Mi-WH2,7.48
PROD-6186,2 in. x 6 in. x 12 ft. #2 Prime Kiln Dried Southern Yellow Pine,Lumber,SUPP-07,6.9,135,57,114,No-WH1,9.48
PROD-6187,2 in. x 8 in. x 8 ft. #2 Prime Kiln Dried Southern Yellow Pine,Lumber,SUPP-10,6.51,191,55,110,Mi-WH2,8.98
PROD-6188,2 in. x 8 in. x 10 ft. #2 Prime Kiln Dried Southern Yellow Pine,Lumber,SUPP-11,8.57,56,31,62,So-WH2,11.48
PROD-6189,2 in. x 8 in. x 12 ft. #2 Prime Kiln Dried Southern Yellow Pine,Lumber,SUPP-15,10.44,173,38,76,We-WH2,13.98
PROD-6190,2 in. x 10 in. x 8 ft. #2 Prime Kiln Dried Southern Yellow Pine,Lumber,SUPP-04,9.51,81,19,38,We-WH2,11.98
PROD-6191,2 in. x 10 in. x 10 ft. #2 Prime Kiln Dried Southern Yellow Pine,Lumber,SUPP-05,11.25,79,25,50,No-WH1,14.98
PROD-6192,2 in. x 10 in. x 12 ft. #2 Prime Kiln Dried Southern Yellow Pine,Lumber,SUPP-09,14.25,56,15,30,No-WH2,18.48
PROD-6193,2 in. x 12 in. x 8 ft. #2 Prime Kiln Dried Southern Yellow Pine,Lumber,SUPP-11,11.89,171,57,114,So-WH1,15.98
PROD-6194,2 in. x 12 in. x 12 ft. #2 Prime Kiln Dried Southern Yellow Pine,Lumber,SUPP-15,18.71,163,59,118,So-WH1,24.98
PROD-6195,4 in. x 4 in. x 8 ft. #2 Pressure-Treated Timber,Lumber,SUPP-02,9.03,39,25,50,Mi-WH1,11.98
PROD-6196,4 in. x 4 in. x 10 ft. #2 Pressure-Treated Timber,Lumber,SUPP-07,12.46,125,50,100,We-WH2,15.98
PROD-6197,4 in. x 4 in. x 12 ft. #2 Pressure-Treated Timber,Lumber,SUPP-08,15.2,96,22,44,Mi-WH1,19.98
PROD-6198,2 in. x 4 in. x 8 ft. #2 Prime Pressure-Treated Lumber,Lumber,SUPP-11,3.81,123,60,120,So-WH2,4.98
PROD-6199,2 in. x 6 in. x 8 ft. #2 Prime Pressure-Treated Lumber,Lumber,SUPP-15,5.35,80,18,36,Mi-WH1,7.48
PROD-6200,2 in. x 6 in. x 10 ft. #2 Prime Pressure-Treated Lumber,Lumber,SUPP-01,6.99,210,60,120,So-WH1,9.48
PROD-6201,5/4 in. x 6 in. x 8 ft. Standard Pressure-Treated Decking Board,Lumber,SUPP-06,5.0,44,27,54,No-WH1,6.98
PROD-6202,5/4 in. x 6 in. x 12 ft. Standard Pressure-Treated Decking Board,Lumber,SUPP-10,8.09,163,39,78,So-WH2,10.98
PROD-6203,5/4 in. x 6 in. x 16 ft. Standard Pressure-Treated Decking Board,Lumber,SUPP-11,11.88,156,54,108,No-WH2,14.98
PROD-6204,15/32 in. x 4 ft. x 8 ft. CDX Pine Plywood,Lumber,SUPP-15,17.86,80,26,52,We-WH2,22.98
PROD-6205,23/32 in. x 4 ft. x 8 ft. RTD Sheathing Plywood,Lumber,SUPP-03,25.14,85,27,54,No-WH2,34.98
PROD-6206,7/16 in. x 4 ft. x 8 ft. OSB Sheathing,Lumber,SUPP-07,12.16,123,32,64,No-WH2,16.98
PROD-6207,1/4 in. x 4 ft. x 8 ft. Sanded Pine Plywood,Lumber,SUPP-09,18.65,149,51,102,We-WH1,24.98
PROD-6208,1/2 in. x 4 ft. x 8 ft. Sanded Pine Plywood,Lumber,SUPP-11,30.17,34,26,52,So-WH1,39.98
PROD-6209,3/4 in. x 4 ft. x 8 ft. Sanded Pine Plywood,Lumber,SUPP-15,37.55,90,17,34,Mi-WH1,49.98
PROD-6210,3/4 in. x 4 ft. x 8 ft. PureBond Birch Plywood,Lumber,SUPP-02,52.2,109,16,32,No-WH2,69.98
PROD-6211,3/4 in. x 4 ft. x 8 ft. PureBond Oak Plywood,Lumber,SUPP-06,57.67,107,52,104,No-WH1,74.98
PROD-6212,1 in. x 2 in. x 8 ft. Furring Strip Board,Lumber,SUPP-08,1.46,190,60,120,No-WH2,1.98
PROD-6213,1 in. x 3 in. x 8 ft. Furring Strip Board,Lumber,SUPP-11,1.89,83,49,98,We-WH2,2.48
PROD-6214,1 in. x 4 in. x 8 ft. Premium Kiln Dried Square Edge Whitewood Board,Lumber,SUPP-15,3.69,211,56,112,So-WH2,4.98
PROD-6215,1 in. x 6 in. x 8 ft. Premium Kiln Dried Square Edge Whitewood Board,Lumber,SUPP-04,5.89,107,31,62,Mi-WH1,7.48
PROD-6216,1 in. x 8 in. x 8 ft. Premium Kiln Dried Square Edge Whitewood Board,Lumber,SUPP-05,7.51,46,23,46,Mi-WH2,9.98
PROD-6217,1 in. x 12 in. x 8 ft. Premium Kiln Dried Square Edge Whitewood Board,Lumber,SUPP-08,12.56,82,39,78,Mi-WH1,16.98
PROD-6218,1 in. x 4 in. x 8 ft. Select Pine Board,Lumber,SUPP-11,7.46,211,56,112,No-WH1,9.98
PROD-6219,1 in. x 6 in. x 8 ft. Select Pine Board,Lumber,SUPP-15,11.77,141,29,58,Mi-WH2,14.98
PROD-6220,1 in. x 8 in. x 8 ft. Select Pine Board,Lumber,SUPP-03,17.32,125,29,58,We-WH2,21.98
PROD-6221,1 in. x 4 in. x 8 ft. Poplar Board,Lumber,SUPP-06,11.86,202,51,102,Mi-WH1,14.98
PROD-6222,1 in. x 6 in. x 8 ft. Poplar Board,Lumber,SUPP-10,17.09,147,40,80,So-WH2,22.98
PROD-6223,1 in. x 4 in. x 8 ft. Red Oak Board,Lumber,SUPP-11,19.31,111,15,30,Mi-WH2,24.98
PROD-6224,1 in. x 6 in. x 8 ft. Red Oak Board,Lumber,SUPP-15,30.16,105,21,42,No-WH2,39.98
PROD-6225,WM 356 11/16 in. x 2-1/4 in. Primed Pine Casing Moulding,Lumber,SUPP-01,6.7,53,42,84,No-WH2,8.98
PROD-6226,WM 327 11/16 in. x 2-1/4 in. Primed Pine Casing Moulding,Lumber,SUPP-05,6.58,65,28,56,Mi-WH2,8.98
PROD-6227,WM 623 9/16 in. x 3-1/4 in. Primed Pine Base Moulding,Lumber,SUPP-09,9.75,85,22,44,Mi-WH2,12.98
PROD-6228,WM 618 9/16 in. x 5-1/4 in. Primed Pine Base Moulding,Lumber,SUPP-11,13.6,134,55,110,Mi-WH1,18.98
PROD-6229,WM 49 9/16 in. x 3-5/8 in. Primed Pine Crown Moulding,Lumber,SUPP-15,11.44,127,59,118,No-WH1,14.98
PROD-6230,WM 45 9/16 in. x 5-1/4 in. Primed Pine Crown Moulding,Lumber,SUPP-04,16.05,76,21,42,No-WH2,21.98
PROD-6231,WM 129 7/16 in. x 11/16 in. Primed Pine Shoe Moulding,Lumber,SUPP-07,4.7,143,59,118,No-WH1,5.98
PROD-6232,WM 106 11/16 in. x 11/16 in. Primed Pine Quarter Round Moulding,Lumber,SUPP-08,4.72,63,20,40,No-WH2,5.98
PROD-6233,Trex Enhance Naturals 1 in. x 6 in. x 12 ft. Toasted Sand Composite Decking,Lumber,SUPP-11,24.4,138,28,56,We-WH2,32.98
PROD-6234,Trex Enhance Naturals 1 in. x 6 in. x 16 ft. Toasted Sand Composite Decking,Lumber,SUPP-15,32.38,186,49,98,We-WH1,43.98
PROD-6235,Fiberon ArmorGuard 1 in. x 6 in. x 12 ft. Nantucket Gray Composite Decking,Lumber,SUPP-02,23.22,154,42,84,So-WH2,29.98
PROD-6236,3/8 in. x 4 ft. x 8 ft. T1-11 Fir Plywood Siding,Lumber,SUPP-05,34.69,184,43,86,We-WH1,44.98
PROD-6237,5/8 in. x 4 ft. x 8 ft. T1-11 Pine Plywood Siding,Lumber,SUPP-10,36.01,178,50,100,Mi-WH1,49.98
PROD-6238,HardiePlank 5/16 in. x 8-1/4 in. x 144 in. Cedarmill Fiber Cement Lap Siding,Lumber,SUPP-11,9.02,105,40,80,We-WH2,11.98
PROD-6239,LP SmartSide 3/8 in. x 8 in. x 16 ft. Primed Engineered Wood Siding,Lumber,SUPP-15,10.78,136,38,76,Mi-WH1,14.98
PROD-6240,Charlotte Pipe 1/2 in. x 10 ft. PVC Schedule 40 Plain End Pipe,Plumbing,SUPP-01,3.08,86,29,58,No-WH2,3.98
PROD-6241,Charlotte Pipe 3/4 in. x 10 ft. PVC Schedule 40 Plain End Pipe,Plumbing,SUPP-07,3.93,133,21,42,No-WH1,4.98
PROD-6242,Charlotte Pipe 1 in. x 10 ft. PVC Schedule 40 Plain End Pipe,Plumbing,SUPP-09,4.64,72,46,92,So-WH2,6.48
PROD-6243,Charlotte Pipe 1-1/2 in. x 10 ft. PVC Schedule 40 Plain End Pipe,Plumbing,SUPP-11,7.8,67,36,72,We-WH2,9.98
PROD-6244,Charlotte Pipe 2 in. x 10 ft. PVC Schedule 40 Plain End Pipe,Plumbing,SUPP-15,9.94,141,23,46,So-WH2,12.98
PROD-6245,Charlotte Pipe 3 in. x 10 ft. PVC Schedule 40 Plain End Pipe,Plumbing,SUPP-03,19.6,193,52,104,We-WH2,24.98
PROD-6246,Charlotte Pipe 4 in. x 10 ft. PVC Schedule 40 Plain End Pipe,Plumbing,SUPP-06,26.3,154,55,110,No-WH1,34.98
PROD-6247,Spears 1/2 in. PVC Schedule 40 90-Degree Elbow,Plumbing,SUPP-08,0.54,162,49,98,Mi-WH2,0.68
PROD-6248,Spears 3/4 in. PVC Schedule 40 90-Degree Elbow,Plumbing,SUPP-11,0.69,54,23,46,So-WH2,0.88
PROD-6249,Spears 1 in. PVC Schedule 40 90-Degree Elbow,Plumbing,SUPP-15,1.11,39,27,54,Mi-WH1,1.48
PROD-6250,Spears 1/2 in. PVC Schedule 40 Tee,Plumbing,SUPP-02,0.56,85,22,44,So-WH1,0.78
PROD-6251,Spears 3/4 in. PVC Schedule 40 Tee,Plumbing,SUPP-07,0.86,53,41,82,Mi-WH2,1.18
PROD-6252,Spears 1/2 in. PVC Schedule 40 Coupling,Plumbing,SUPP-08,0.35,133,42,84,Mi-WH2,0.48
PROD-6253,Spears 3/4 in. PVC Schedule 40 Coupling,Plumbing,SUPP-11,0.53,103,60,120,No-WH2,0.68
PROD-6254,Spears 1-1/2 in. PVC Schedule 40 P-Trap,Plumbing,SUPP-15,3.82,95,19,38,No-WH1,4.98
PROD-6255,Cerro 1/2 in. x 10 ft. Type L Hard Copper Pipe,Plumbing,SUPP-04,19.57,70,18,36,No-WH2,24.98
PROD-6256,Cerro 3/4 in. x 10 ft. Type L Hard Copper Pipe,Plumbing,SUPP-06,29.24,46,15,30,So-WH2,39.98
PROD-6257,Cerro 1 in. x 10 ft. Type L Hard Copper Pipe,Plumbing,SUPP-10,43.05,124,49,98,We-WH1,54.98
PROD-6258,Nibco 1/2 in. Copper Sweat 90-Degree Elbow,Plumbing,SUPP-11,1.14,138,53,106,No-WH1,1.48
PROD-6259,Nibco 3/4 in. Copper Sweat 90-Degree Elbow,Plumbing,SUPP-15,1.8,41,17,34,No-WH1,2.48
PROD-6260,Nibco 1/2 in. Copper Sweat Tee,Plumbing,SUPP-03,2.38,154,59,118,We-WH2,2.98
PROD-6261,Nibco 3/4 in. Copper Sweat Tee,Plumbing,SUPP-05,3.43,147,53,106,Mi-WH2,4.48
PROD-6262,Nibco 1/2 in. Copper Sweat Coupling,Plumbing,SUPP-09,0.73,109,27,54,Mi-WH2,0.98
PROD-6263,Nibco 3/4 in. Copper Sweat Coupling,Plumbing,SUPP-11,1.18,73,21,42,Mi-WH1,1.48
PROD-6264,SharkBite 1/2 in. x 100 ft. Blue PEX Tubing,Plumbing,SUPP-15,25.06,132,27,54,Mi-WH2,34.98
PROD-6265,SharkBite 1/2 in. x 100 ft. Red PEX Tubing,Plumbing,SUPP-01,25.37,152,43,86,So-WH1,34.98
PROD-6266,SharkBite 3/4 in. x 100 ft. Blue PEX Tubing,Plumbing,SUPP-06,39.6,158,33,66,Mi-WH2,54.98
PROD-6267,SharkBite 3/4 in. x 100 ft. Red PEX Tubing,Plumbing,SUPP-08,43.92,154,38,76,Mi-WH1,54.98
PROD-6268,SharkBite 1/2 in. Push-to-Connect Brass 90-Degree Elbow,Plumbing,SUPP-11,5.79,74,53,106,So-WH2,7.98
PROD-6269,SharkBite 3/4 in. Push-to-Connect Brass 90-Degree Elbow,Plumbing,SUPP-15,7.37,56,48,96,Mi-WH1,9.98
PROD-6270,SharkBite 1/2 in. Push-to-Connect Brass Coupling,Plumbing,SUPP-04,5.56,102,58,116,We-WH1,6.98
PROD-6271,SharkBite 3/4 in. Push-to-Connect Brass Coupling,Plumbing,SUPP-05,7.05,112,60,120,No-WH2,8.98
PROD-6272,SharkBite 1/2 in. Push-to-Connect Brass Tee,Plumbing,SUPP-10,8.94,112,24,48,Mi-WH1,11.98
PROD-6273,SharkBite 1/2 in. Push-to-Connect Brass Ball Valve,Plumbing,SUPP-11,11.78,179,55,110,Mi-WH2,14.98
PROD-6274,SharkBite 3/4 in. Push-to-Connect Brass Ball Valve,Plumbing,SUPP-15,14.86,56,30,60,So-WH2,19.98
PROD-6275,Homewerks 1/2 in. FIP x 1/2 in. FIP Brass Threaded Ball Valve,Plumbing,SUPP-02,6.99,162,54,108,We-WH1,8.98
PROD-6276,Homewerks 3/4 in. FIP x 3/4 in. FIP Brass Threaded Ball Valve,Plumbing,SUPP-07,10.22,146,34,68,No-WH1,12.98
PROD-6277,BrassCraft 1/2 in. NOM x 3/8 in. OD Compression Quarter-Turn Angle Valve,Plumbing,SUPP-09,6.42,179,50,100,No-WH2,8.48
PROD-6278,BrassCraft 1/2 in. NOM x 3/8 in. OD Compression Quarter-Turn Straight Valve,Plumbing,SUPP-11,6.77,117,22,44,Mi-WH1,8.48
PROD-6279,Fluidmaster 12 in. Braided Stainless Steel Toilet Connector,Plumbing,SUPP-15,4.49,76,33,66,No-WH1,5.98
PROD-6280,Fluidmaster 20 in. Braided Stainless Steel Faucet Connector,Plumbing,SUPP-01,5.47,106,55,110,So-WH1,6.98
PROD-6281,Oatey 8 oz. Regular Clear PVC Cement,Plumbing,SUPP-05,4.39,90,40,80,We-WH1,5.98
PROD-6282,Oatey 8 oz. Purple Primer,Plumbing,SUPP-08,4.72,83,23,46,No-WH1,5.98
PROD-6283,Oatey 1.7 oz. Lead-Free Tinning Flux,Plumbing,SUPP-11,3.27,165,59,118,So-WH1,4.48
PROD-6284,Oatey 1/2 lb. Lead-Free Wire Solder,Plumbing,SUPP-15,11.78,169,48,96,No-WH2,14.98
PROD-6285,Harvey 1/2 in. x 260 in. PTFE Thread Seal Tape,Plumbing,SUPP-03,1.08,47,24,48,No-WH2,1.48
PROD-6286,RectorSeal No. 5 1/2 pt. Pipe Thread Sealant,Plumbing,SUPP-07,5.86,71,16,32,No-WH2,7.98
PROD-6287,Fluidmaster 400A Universal Toilet Fill Valve,Plumbing,SUPP-08,7.5,113,20,40,Mi-WH1,9.98
PROD-6288,Fluidmaster 2 in. Universal Toilet Flapper,Plumbing,SUPP-11,4.59,167,54,108,We-WH1,5.98
PROD-6289,Korky Premium Wax Ring with Brass Bolts,Plumbing,SUPP-15,5.54,114,29,58,Mi-WH1,6.98
PROD-6290,Kohler Highline Arc The Complete Solution 2-Piece Elongated Toilet,Plumbing,SUPP-02,143.99,71,17,34,So-WH2,199.0
PROD-6291,American Standard Champion 4 Tall Height 2-Piece Elongated Toilet,Plumbing,SUPP-06,190.17,49,43,86,So-WH2,249.0
PROD-6292,Glacier Bay 2-Piece Dual Flush Elongated Toilet,Plumbing,SUPP-10,88.7,115,56,112,So-WH1,119.0
PROD-6293,Moen Adler Single-Handle Centerset Bathroom Faucet in Chrome,Plumbing,SUPP-11,38.75,111,56,112,No-WH1,49.0
PROD-6294,Delta Lahara 2-Handle Centerset Bathroom Faucet in SpotShield Brushed Nickel,Plumbing,SUPP-15,73.28,95,24,48,No-WH2,99.0
PROD-6295,Kohler Coralais Single-Handle Pull-Out Sprayer Kitchen Faucet,Plumbing,SUPP-04,111.0,43,23,46,No-WH1,149.0
PROD-6296,InSinkErator Badger 5 1/2 HP Continuous Feed Garbage Disposal,Plumbing,SUPP-07,85.8,140,20,40,No-WH1,119.0
PROD-6297,Ridgid 1/4 in. x 25 ft. Power Spin+ Drain Cleaner,Plumbing,SUPP-09,32.81,141,55,110,We-WH2,44.98
PROD-6298,Korky Heavy Duty Beehive Toilet Plunger,Plumbing,SUPP-11,13.28,161,54,108,Mi-WH2,16.98
PROD-6299,Everbilt 1/3 HP Submersible Sump Pump,Plumbing,SUPP-15,92.47,125,57,114,No-WH1,129.0
